y_cm,rate,run,frame,kept_y_cm,kept_run,kept_frame
82.5,0.07705470474693725,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000825.000mm-gantryxp000085.000mm-yp000105.000mm-zm000084.100mm-shot0000.npy,82.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000825.000mm-gantryxp000080.000mm-yp000105.000mm-zm000084.100mm-shot0000.npy
83.0,0.07535687574395226,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000830.000mm-gantryxp000080.000mm-yp000100.000mm-zm000084.100mm-shot0000.npy,83.0,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000830.000mm-gantryxp000085.000mm-yp000100.000mm-zm000084.100mm-shot0000.npy
83.5,0.0820176437944816,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000835.000mm-gantryxp000085.000mm-yp000095.000mm-zm000084.100mm-shot0000.npy,83.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000835.000mm-gantryxp000080.000mm-yp000095.000mm-zm000084.100mm-shot0000.npy
84.0,0.08076301834182296,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000840.000mm-gantryxp000080.000mm-yp000090.000mm-zm000084.100mm-shot0000.npy,84.0,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000840.000mm-gantryxp000085.000mm-yp000090.000mm-zm000084.100mm-shot0000.npy
84.5,0.08700748213365488,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000845.000mm-gantryxp000080.000mm-yp000085.000mm-zm000084.100mm-shot0000.npy,84.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000845.000mm-gantryxp000085.000mm-yp000085.000mm-zm000084.100mm-shot0000.npy
90.5,0.11124020959492002,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000905.000mm-gantryxp000081.000mm-yp000125.000mm-zm000087.100mm-shot0000.npy,90.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000905.000mm-gantryxp000085.000mm-yp000025.000mm-zm000084.100mm-shot0000.npy
90.5,0.10509757259973056,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000905.000mm-gantryxp000076.000mm-yp000125.000mm-zm000087.100mm-shot0000.npy,90.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000905.000mm-gantryxp000085.000mm-yp000025.000mm-zm000084.100mm-shot0000.npy
91.0,0.11705963547196467,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000910.000mm-gantryxp000085.000mm-yp000020.000mm-zm000084.100mm-shot0000.npy,91.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000910.000mm-gantryxp000076.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy
91.0,0.11346501155515189,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000910.000mm-gantryxp000081.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy,91.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000910.000mm-gantryxp000076.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy
91.0,0.11261220311002981,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000910.000mm-gantryxp000076.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,91.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000910.000mm-gantryxp000076.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy
91.5,0.12178847339424438,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000915.000mm-gantryxp000076.000mm-yp000115.000mm-zm000087.100mm-shot0000.npy,91.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000915.000mm-gantryxp000085.000mm-yp000015.000mm-zm000084.100mm-shot0000.npy
91.5,0.11988255954599954,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000915.000mm-gantryxp000081.000mm-yp000115.000mm-zm000087.100mm-shot0000.npy,91.5,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000915.000mm-gantryxp000085.000mm-yp000015.000mm-zm000084.100mm-shot0000.npy
92.0,0.11994499435044302,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000920.000mm-gantryxp000081.000mm-yp000110.000mm-zm000087.100mm-shot0000.npy,92.0,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000920.000mm-gantryxp000085.000mm-yp000010.000mm-zm000084.100mm-shot0000.npy
92.0,0.10385259478183033,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000920.000mm-gantryxp000076.000mm-yp000110.000mm-zm000087.100mm-shot0000.npy,92.0,auto_scan-2026-07-30_10-28-52,jul30_axicon3_001_080-tableyp000920.000mm-gantryxp000085.000mm-yp000010.000mm-zm000084.100mm-shot0000.npy
92.5,0.11259958225358913,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000925.000mm-gantryxp000081.000mm-yp000105.000mm-zm000087.100mm-shot0000.npy,92.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000925.000mm-gantryxp000076.000mm-yp000105.000mm-zm000087.100mm-shot0000.npy
93.0,0.13132162956981044,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000930.000mm-gantryxp000076.000mm-yp000100.000mm-zm000087.100mm-shot0000.npy,93.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000930.000mm-gantryxp000081.000mm-yp000100.000mm-zm000087.100mm-shot0000.npy
93.5,0.12592376337598307,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000935.000mm-gantryxp000076.000mm-yp000095.000mm-zm000087.100mm-shot0000.npy,93.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000935.000mm-gantryxp000081.000mm-yp000095.000mm-zm000087.100mm-shot0000.npy
94.0,0.11928658442008394,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000940.000mm-gantryxp000076.000mm-yp000090.000mm-zm000087.100mm-shot0000.npy,94.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000940.000mm-gantryxp000081.000mm-yp000090.000mm-zm000087.100mm-shot0000.npy
94.5,0.12412236117873462,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000945.000mm-gantryxp000081.000mm-yp000085.000mm-zm000087.100mm-shot0000.npy,94.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000945.000mm-gantryxp000076.000mm-yp000085.000mm-zm000087.100mm-shot0000.npy
95.0,0.12674638399305502,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000950.000mm-gantryxp000081.000mm-yp000080.000mm-zm000087.100mm-shot0000.npy,95.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000950.000mm-gantryxp000076.000mm-yp000080.000mm-zm000087.100mm-shot0000.npy
95.5,0.14437805967233253,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000955.000mm-gantryxp000081.000mm-yp000075.000mm-zm000087.100mm-shot0000.npy,95.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000955.000mm-gantryxp000076.000mm-yp000075.000mm-zm000087.100mm-shot0000.npy
96.0,0.1468308556178883,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000960.000mm-gantryxp000081.000mm-yp000070.000mm-zm000087.100mm-shot0000.npy,96.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000960.000mm-gantryxp000076.000mm-yp000070.000mm-zm000087.100mm-shot0000.npy
96.5,0.14026128446074296,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000965.000mm-gantryxp000076.000mm-yp000065.000mm-zm000087.100mm-shot0000.npy,96.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000965.000mm-gantryxp000081.000mm-yp000065.000mm-zm000087.100mm-shot0000.npy
97.0,0.13503555641739676,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000970.000mm-gantryxp000076.000mm-yp000060.000mm-zm000087.100mm-shot0000.npy,97.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000970.000mm-gantryxp000081.000mm-yp000060.000mm-zm000087.100mm-shot0000.npy
97.5,0.13549640774515556,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000975.000mm-gantryxp000081.000mm-yp000055.000mm-zm000087.100mm-shot0000.npy,97.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000975.000mm-gantryxp000076.000mm-yp000055.000mm-zm000087.100mm-shot0000.npy
98.0,0.14312109014864718,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000980.000mm-gantryxp000081.000mm-yp000050.000mm-zm000087.100mm-shot0000.npy,98.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000980.000mm-gantryxp000076.000mm-yp000050.000mm-zm000087.100mm-shot0000.npy
98.5,0.1551645801404089,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000985.000mm-gantryxp000076.000mm-yp000045.000mm-zm000087.100mm-shot0000.npy,98.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000985.000mm-gantryxp000081.000mm-yp000045.000mm-zm000087.100mm-shot0000.npy
99.0,0.1508013178809918,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000990.000mm-gantryxp000076.000mm-yp000040.000mm-zm000087.100mm-shot0000.npy,99.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000990.000mm-gantryxp000081.000mm-yp000040.000mm-zm000087.100mm-shot0000.npy
99.5,0.14801377009743416,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000995.000mm-gantryxp000081.000mm-yp000035.000mm-zm000087.100mm-shot0000.npy,99.5,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp000995.000mm-gantryxp000076.000mm-yp000035.000mm-zm000087.100mm-shot0000.npy
100.0,0.15536761238830551,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001000.000mm-gantryxp000076.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy,100.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001000.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
100.0,0.15031250260397164,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001000.000mm-gantryxp000080.000mm-yp000130.000mm-zm000087.100mm-shot0000.npy,100.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001000.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
100.0,0.13868201368111896,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001000.000mm-gantryxp000081.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy,100.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001000.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
100.5,0.1532045586716569,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001005.000mm-gantryxp000076.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,100.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001005.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
100.5,0.14949096286320698,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001005.000mm-gantryxp000080.000mm-yp000125.000mm-zm000087.100mm-shot0000.npy,100.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001005.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
100.5,0.14708047711052832,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001005.000mm-gantryxp000081.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,100.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001005.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
101.0,0.16510815571401335,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001010.000mm-gantryxp000080.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy,101.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001010.000mm-gantryxp000076.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
101.0,0.16307368399464203,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001010.000mm-gantryxp000081.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy,101.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001010.000mm-gantryxp000076.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
101.0,0.1580420381065358,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001010.000mm-gantryxp000080.000mm-yp000120.000mm-zm000087.100mm-shot0000.npy,101.0,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001010.000mm-gantryxp000076.000mm-yp000020.000mm-zm000087.100mm-shot0000.npy
101.5,0.1800081892851435,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001015.000mm-gantryxp000076.000mm-yp000015.000mm-zm000087.100mm-shot0000.npy,101.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001015.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
101.5,0.17719789776468306,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001015.000mm-gantryxp000080.000mm-yp000115.000mm-zm000087.100mm-shot0000.npy,101.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001015.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
101.5,0.17608599864532243,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001015.000mm-gantryxp000081.000mm-yp000015.000mm-zm000087.100mm-shot0000.npy,101.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001015.000mm-gantryxp000080.000mm-yp000115.000mm-zm000083.100mm-shot0000.npy
102.0,0.18655909598290743,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001020.000mm-gantryxp000080.000mm-yp000110.000mm-zm000087.100mm-shot0000.npy,102.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001020.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
102.0,0.18219288237492812,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001020.000mm-gantryxp000081.000mm-yp000010.000mm-zm000087.100mm-shot0000.npy,102.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001020.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
102.0,0.1787582886431614,auto_scan-2026-07-29_12-37-22,jul29_axicon3_001-tableyp001020.000mm-gantryxp000076.000mm-yp000010.000mm-zm000087.100mm-shot0000.npy,102.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001020.000mm-gantryxp000080.000mm-yp000110.000mm-zm000083.100mm-shot0000.npy
102.5,0.18775089239064163,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001025.000mm-gantryxp000080.000mm-yp000105.000mm-zm000087.100mm-shot0000.npy,102.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001025.000mm-gantryxp000080.000mm-yp000105.000mm-zm000083.100mm-shot0000.npy
103.0,0.18180177634577732,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001030.000mm-gantryxp000080.000mm-yp000100.000mm-zm000087.100mm-shot0000.npy,103.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001030.000mm-gantryxp000080.000mm-yp000100.000mm-zm000083.100mm-shot0000.npy
103.5,0.17344296960923497,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001035.000mm-gantryxp000080.000mm-yp000095.000mm-zm000087.100mm-shot0000.npy,103.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001035.000mm-gantryxp000080.000mm-yp000095.000mm-zm000083.100mm-shot0000.npy
104.0,0.16960784336762869,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001040.000mm-gantryxp000080.000mm-yp000090.000mm-zm000087.100mm-shot0000.npy,104.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001040.000mm-gantryxp000080.000mm-yp000090.000mm-zm000083.100mm-shot0000.npy
104.5,0.1756731051229121,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001045.000mm-gantryxp000080.000mm-yp000085.000mm-zm000087.100mm-shot0000.npy,104.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001045.000mm-gantryxp000080.000mm-yp000085.000mm-zm000083.100mm-shot0000.npy
105.0,0.18580589982956744,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001050.000mm-gantryxp000080.000mm-yp000080.000mm-zm000087.100mm-shot0000.npy,105.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001050.000mm-gantryxp000080.000mm-yp000080.000mm-zm000083.100mm-shot0000.npy
105.5,0.197719600389558,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001055.000mm-gantryxp000080.000mm-yp000075.000mm-zm000087.100mm-shot0000.npy,105.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001055.000mm-gantryxp000080.000mm-yp000075.000mm-zm000083.100mm-shot0000.npy
106.0,0.2033578704746143,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001060.000mm-gantryxp000080.000mm-yp000070.000mm-zm000087.100mm-shot0000.npy,106.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001060.000mm-gantryxp000080.000mm-yp000070.000mm-zm000083.100mm-shot0000.npy
106.5,0.21047307012305289,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001065.000mm-gantryxp000080.000mm-yp000065.000mm-zm000083.100mm-shot0000.npy,106.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001065.000mm-gantryxp000080.000mm-yp000065.000mm-zm000087.100mm-shot0000.npy
107.0,0.21267643204147005,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001070.000mm-gantryxp000080.000mm-yp000060.000mm-zm000087.100mm-shot0000.npy,107.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001070.000mm-gantryxp000080.000mm-yp000060.000mm-zm000083.100mm-shot0000.npy
107.5,0.20984191621525441,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001075.000mm-gantryxp000080.000mm-yp000055.000mm-zm000087.100mm-shot0000.npy,107.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001075.000mm-gantryxp000080.000mm-yp000055.000mm-zm000083.100mm-shot0000.npy
108.0,0.20313345044118336,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001080.000mm-gantryxp000080.000mm-yp000050.000mm-zm000087.100mm-shot0000.npy,108.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001080.000mm-gantryxp000080.000mm-yp000050.000mm-zm000083.100mm-shot0000.npy
108.5,0.2002210103582197,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001085.000mm-gantryxp000080.000mm-yp000045.000mm-zm000087.100mm-shot0000.npy,108.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001085.000mm-gantryxp000080.000mm-yp000045.000mm-zm000083.100mm-shot0000.npy
109.0,0.20004658026782124,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001090.000mm-gantryxp000080.000mm-yp000040.000mm-zm000087.100mm-shot0000.npy,109.0,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001090.000mm-gantryxp000080.000mm-yp000040.000mm-zm000083.100mm-shot0000.npy
109.5,0.2014037562050349,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001095.000mm-gantryxp000080.000mm-yp000035.000mm-zm000087.100mm-shot0000.npy,109.5,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001095.000mm-gantryxp000080.000mm-yp000035.000mm-zm000083.100mm-shot0000.npy
110.0,0.23091041333518614,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000080.000mm-yp000130.000mm-zm000087.100mm-shot0000.npy,110.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
110.0,0.21239527638095754,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001100.000mm-gantryxp000080.000mm-yp000030.000mm-zm000083.100mm-shot0000.npy,110.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
110.0,0.20743275884238124,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001100.000mm-gantryxp000080.000mm-yp000030.000mm-zm000087.100mm-shot0000.npy,110.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
110.0,0.1998977282700615,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000075.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy,110.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001100.000mm-gantryxp000080.000mm-yp000130.000mm-zm000083.100mm-shot0000.npy
110.5,0.237324894028691,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000075.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy,110.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
110.5,0.22576687169602663,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000075.000mm-yp000125.000mm-zm000087.100mm-shot0000.npy,110.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
110.5,0.2202671825766375,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000087.100mm-shot0000.npy,110.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
110.5,0.21968001976636634,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001105.000mm-gantryxp000080.000mm-yp000025.000mm-zm000083.100mm-shot0000.npy,110.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
110.5,0.21638453179697673,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001105.000mm-gantryxp000080.000mm-yp000025.000mm-zm000087.100mm-shot0000.npy,110.5,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001105.000mm-gantryxp000080.000mm-yp000125.000mm-zm000083.100mm-shot0000.npy
111.0,0.23843005601784992,auto_scan-2026-07-29_13-17-16,jul29_axicon3_002-tableyp001110.000mm-gantryxp000080.000mm-yp000020.000mm-zm000083.100mm-shot0000.npy,111.0,auto_scan-2026-07-29_13-36-52,jul29_axicon3_003-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000083.100mm-shot0000.npy
