beam_y_cm,run,slice,frame,gantry_x_mm,gantry_z_mm,max_counts,exposure_us,rate_c_per_us,ratio_to_slice_best,n_sat_px,excluded_run
109.0,auto_scan-2026-08-06_10-16-44,y0109.00cm,aug6_axicon3_010-tableyp001090.000mm-gantryxp000070.000mm-yp000040.000mm-zm000055.100mm-shot0000.npy,70.0,-55.099999999999994,175,224.6,0.7791,0.994,0,False
109.0,auto_scan-2026-08-06_10-16-44,y0109.00cm,aug6_axicon3_010-tableyp001090.000mm-gantryxp000070.000mm-yp000040.000mm-zm000059.100mm-shot0000.npy,70.0,-59.099999999999994,176,224.6,0.7835,1.0,0,False
109.0,auto_scan-2026-08-06_10-16-44,y0109.00cm,aug6_axicon3_010-tableyp001090.000mm-gantryxp000075.000mm-yp000040.000mm-zm000055.100mm-shot0000.npy,75.0,-55.099999999999994,173,224.6,0.7702,0.983,0,False
109.0,auto_scan-2026-08-06_10-16-44,y0109.00cm,aug6_axicon3_010-tableyp001090.000mm-gantryxp000075.000mm-yp000040.000mm-zm000059.100mm-shot0000.npy,75.0,-59.099999999999994,167,224.6,0.7435,0.949,0,False
110.0,auto_scan-2026-08-06_10-16-44,y0110.00cm,aug6_axicon3_010-tableyp001100.000mm-gantryxp000070.000mm-yp000030.000mm-zm000055.100mm-shot0000.npy,70.0,-55.099999999999994,255,4531.5,0.0563,1.0,5614,False
110.0,auto_scan-2026-08-06_10-16-44,y0110.00cm,aug6_axicon3_010-tableyp001100.000mm-gantryxp000070.000mm-yp000030.000mm-zm000059.100mm-shot0000.npy,70.0,-59.099999999999994,155,4531.5,0.0342,0.608,0,False
110.0,auto_scan-2026-08-06_10-16-44,y0110.00cm,aug6_axicon3_010-tableyp001100.000mm-gantryxp000075.000mm-yp000030.000mm-zm000055.100mm-shot0000.npy,75.0,-55.099999999999994,255,4531.5,0.0563,1.0,7134,False
110.0,auto_scan-2026-08-06_10-16-44,y0110.00cm,aug6_axicon3_010-tableyp001100.000mm-gantryxp000075.000mm-yp000030.000mm-zm000059.100mm-shot0000.npy,75.0,-59.099999999999994,255,4531.5,0.0563,1.0,93,False
110.0,auto_scan-2026-08-06_10-52-08,y0110.00cm,aug6_axicon3_011-tableyp001100.000mm-gantryxp000075.000mm-yp000130.000mm-zm000057.100mm-shot0000.npy,75.0,-57.1,114,125.0,0.912,1.0,0,False
111.0,auto_scan-2026-08-06_10-16-44,y0111.00cm,aug6_axicon3_010-tableyp001110.000mm-gantryxp000070.000mm-yp000020.000mm-zm000055.100mm-shot0000.npy,70.0,-55.099999999999994,255,6788.3,0.0376,1.0,1790,False
111.0,auto_scan-2026-08-06_10-16-44,y0111.00cm,aug6_axicon3_010-tableyp001110.000mm-gantryxp000070.000mm-yp000020.000mm-zm000059.100mm-shot0000.npy,70.0,-59.099999999999994,148,6788.3,0.0218,0.58,0,False
111.0,auto_scan-2026-08-06_10-16-44,y0111.00cm,aug6_axicon3_010-tableyp001110.000mm-gantryxp000075.000mm-yp000020.000mm-zm000055.100mm-shot0000.npy,75.0,-55.099999999999994,255,6788.3,0.0376,1.0,12573,False
111.0,auto_scan-2026-08-06_10-16-44,y0111.00cm,aug6_axicon3_010-tableyp001110.000mm-gantryxp000075.000mm-yp000020.000mm-zm000059.100mm-shot0000.npy,75.0,-59.099999999999994,152,6788.3,0.0224,0.596,0,False
111.0,auto_scan-2026-08-06_10-52-08,y0111.00cm,aug6_axicon3_011-tableyp001110.000mm-gantryxp000075.000mm-yp000120.000mm-zm000057.100mm-shot0000.npy,75.0,-57.1,122,125.0,0.976,1.0,0,False
112.0,auto_scan-2026-08-06_10-16-44,y0112.00cm,aug6_axicon3_010-tableyp001120.000mm-gantryxp000070.000mm-yp000010.000mm-zm000055.100mm-shot0000.npy,70.0,-55.099999999999994,131,3394.1,0.0386,0.514,0,False
112.0,auto_scan-2026-08-06_10-16-44,y0112.00cm,aug6_axicon3_010-tableyp001120.000mm-gantryxp000075.000mm-yp000010.000mm-zm000055.100mm-shot0000.npy,75.0,-55.099999999999994,255,3394.1,0.0751,1.0,4679,False
112.0,auto_scan-2026-08-06_10-52-08,y0112.00cm,aug6_axicon3_011-tableyp001120.000mm-gantryxp000070.000mm-yp000110.000mm-zm000053.100mm-shot0000.npy,70.0,-53.1,127,125.0,1.016,0.962,0,False
112.0,auto_scan-2026-08-06_10-52-08,y0112.00cm,aug6_axicon3_011-tableyp001120.000mm-gantryxp000070.000mm-yp000110.000mm-zm000057.100mm-shot0000.npy,70.0,-57.1,130,125.0,1.04,0.985,0,False
112.0,auto_scan-2026-08-06_10-52-08,y0112.00cm,aug6_axicon3_011-tableyp001120.000mm-gantryxp000075.000mm-yp000110.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,126,125.0,1.008,0.955,0,False
112.0,auto_scan-2026-08-06_10-52-08,y0112.00cm,aug6_axicon3_011-tableyp001120.000mm-gantryxp000075.000mm-yp000110.000mm-zm000057.100mm-shot0000.npy,75.0,-57.1,132,125.0,1.056,1.0,0,False
113.0,auto_scan-2026-08-06_10-52-08,y0113.00cm,aug6_axicon3_011-tableyp001130.000mm-gantryxp000070.000mm-yp000100.000mm-zm000053.100mm-shot0000.npy,70.0,-53.1,130,125.0,1.04,0.985,0,False
113.0,auto_scan-2026-08-06_10-52-08,y0113.00cm,aug6_axicon3_011-tableyp001130.000mm-gantryxp000070.000mm-yp000100.000mm-zm000057.100mm-shot0000.npy,70.0,-57.1,131,125.0,1.048,0.992,0,False
113.0,auto_scan-2026-08-06_10-52-08,y0113.00cm,aug6_axicon3_011-tableyp001130.000mm-gantryxp000075.000mm-yp000100.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,132,125.0,1.056,1.0,0,False
113.0,auto_scan-2026-08-06_10-52-08,y0113.00cm,aug6_axicon3_011-tableyp001130.000mm-gantryxp000075.000mm-yp000100.000mm-zm000057.100mm-shot0000.npy,75.0,-57.1,129,125.0,1.032,0.977,0,False
114.0,auto_scan-2026-08-06_10-52-08,y0114.00cm,aug6_axicon3_011-tableyp001140.000mm-gantryxp000075.000mm-yp000090.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,129,125.0,1.032,1.0,0,False
115.0,auto_scan-2026-08-06_10-52-08,y0115.00cm,aug6_axicon3_011-tableyp001150.000mm-gantryxp000075.000mm-yp000080.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,115,125.0,0.92,1.0,0,False
116.0,auto_scan-2026-08-06_10-52-08,y0116.00cm,aug6_axicon3_011-tableyp001160.000mm-gantryxp000075.000mm-yp000070.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,107,125.0,0.856,1.0,0,False
117.0,auto_scan-2026-08-06_10-52-08,y0117.00cm,aug6_axicon3_011-tableyp001170.000mm-gantryxp000075.000mm-yp000060.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,153,191.0,0.8009,1.0,0,False
118.0,auto_scan-2026-08-06_10-52-08,y0118.00cm,aug6_axicon3_011-tableyp001180.000mm-gantryxp000075.000mm-yp000050.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,148,191.0,0.7747,1.0,0,False
119.0,auto_scan-2026-08-06_10-52-08,y0119.00cm,aug6_axicon3_011-tableyp001190.000mm-gantryxp000075.000mm-yp000040.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,150,191.0,0.7852,1.0,0,False
120.0,auto_scan-2026-08-06_10-52-08,y0120.00cm,aug6_axicon3_011-tableyp001200.000mm-gantryxp000075.000mm-yp000030.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,154,191.0,0.8061,1.0,0,False
121.0,auto_scan-2026-08-06_10-52-08,y0121.00cm,aug6_axicon3_011-tableyp001210.000mm-gantryxp000075.000mm-yp000020.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,152,191.0,0.7957,1.0,0,False
122.0,auto_scan-2026-08-06_10-52-08,y0122.00cm,aug6_axicon3_011-tableyp001220.000mm-gantryxp000075.000mm-yp000010.000mm-zm000049.100mm-shot0000.npy,75.0,-49.1,154,191.0,0.8061,1.0,0,False
122.0,auto_scan-2026-08-06_10-52-08,y0122.00cm,aug6_axicon3_011-tableyp001220.000mm-gantryxp000075.000mm-yp000010.000mm-zm000053.100mm-shot0000.npy,75.0,-53.1,148,191.0,0.7747,0.961,0,False
130.0,auto_scan-2026-08-06_10-59-06,y0130.00cm,aug6_axicon3_012-tableyp001300.000mm-gantryxp000075.000mm-yp000130.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,147,193.0,0.7617,1.0,0,False
130.0,auto_scan-2026-08-06_11-19-48,y0130.00cm,aug6_axicon3_013-tableyp001300.000mm-gantryxp000075.000mm-yp000130.000mm-zm000047.100mm-shot0000.npy,75.0,-47.1,164,90.1,1.821,1.0,0,False
131.0,auto_scan-2026-08-06_10-59-06,y0131.00cm,aug6_axicon3_012-tableyp001310.000mm-gantryxp000075.000mm-yp000120.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,144,193.0,0.7462,1.0,0,False
131.0,auto_scan-2026-08-06_11-19-48,y0131.00cm,aug6_axicon3_013-tableyp001310.000mm-gantryxp000075.000mm-yp000120.000mm-zm000047.100mm-shot0000.npy,75.0,-47.1,173,90.1,1.921,1.0,0,False
132.0,auto_scan-2026-08-06_10-59-06,y0132.00cm,aug6_axicon3_012-tableyp001320.000mm-gantryxp000075.000mm-yp000110.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,154,193.0,0.798,1.0,0,False
132.0,auto_scan-2026-08-06_11-19-48,y0132.00cm,aug6_axicon3_013-tableyp001320.000mm-gantryxp000075.000mm-yp000110.000mm-zm000047.100mm-shot0000.npy,75.0,-47.1,173,90.1,1.921,1.0,0,False
133.0,auto_scan-2026-08-06_10-59-06,y0133.00cm,aug6_axicon3_012-tableyp001330.000mm-gantryxp000075.000mm-yp000100.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,166,193.0,0.8602,1.0,0,False
133.0,auto_scan-2026-08-06_11-19-48,y0133.00cm,aug6_axicon3_013-tableyp001330.000mm-gantryxp000075.000mm-yp000100.000mm-zm000047.100mm-shot0000.npy,75.0,-47.1,176,90.1,1.9543,1.0,0,False
133.0,auto_scan-2026-08-06_11-19-48,y0133.00cm,aug6_axicon3_013-tableyp001330.000mm-gantryxp000080.000mm-yp000100.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,171,90.1,1.8987,0.972,0,False
134.0,auto_scan-2026-08-06_10-59-06,y0134.00cm,aug6_axicon3_012-tableyp001340.000mm-gantryxp000075.000mm-yp000090.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,173,193.0,0.8964,1.0,0,False
134.0,auto_scan-2026-08-06_11-19-48,y0134.00cm,aug6_axicon3_013-tableyp001340.000mm-gantryxp000075.000mm-yp000090.000mm-zm000047.100mm-shot0000.npy,75.0,-47.1,171,90.1,1.8987,0.977,0,False
134.0,auto_scan-2026-08-06_11-19-48,y0134.00cm,aug6_axicon3_013-tableyp001340.000mm-gantryxp000080.000mm-yp000090.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,175,90.1,1.9432,1.0,0,False
135.0,auto_scan-2026-08-06_10-59-06,y0135.00cm,aug6_axicon3_012-tableyp001350.000mm-gantryxp000075.000mm-yp000080.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,150,152.1,0.9863,0.943,0,False
135.0,auto_scan-2026-08-06_10-59-06,y0135.00cm,aug6_axicon3_012-tableyp001350.000mm-gantryxp000075.000mm-yp000080.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,159,152.1,1.0455,1.0,0,False
135.0,auto_scan-2026-08-06_11-19-48,y0135.00cm,aug6_axicon3_013-tableyp001350.000mm-gantryxp000080.000mm-yp000080.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,165,90.1,1.8321,1.0,0,False
136.0,auto_scan-2026-08-06_10-59-06,y0136.00cm,aug6_axicon3_012-tableyp001360.000mm-gantryxp000075.000mm-yp000070.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,170,152.1,1.1179,0.96,0,False
136.0,auto_scan-2026-08-06_10-59-06,y0136.00cm,aug6_axicon3_012-tableyp001360.000mm-gantryxp000075.000mm-yp000070.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,177,152.1,1.1639,1.0,0,False
136.0,auto_scan-2026-08-06_11-19-48,y0136.00cm,aug6_axicon3_013-tableyp001360.000mm-gantryxp000080.000mm-yp000070.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,156,90.1,1.7322,1.0,0,False
137.0,auto_scan-2026-08-06_10-59-06,y0137.00cm,aug6_axicon3_012-tableyp001370.000mm-gantryxp000075.000mm-yp000060.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,142,115.0,1.2343,0.973,0,False
137.0,auto_scan-2026-08-06_10-59-06,y0137.00cm,aug6_axicon3_012-tableyp001370.000mm-gantryxp000075.000mm-yp000060.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,146,115.0,1.2691,1.0,0,False
137.0,auto_scan-2026-08-06_11-19-48,y0137.00cm,aug6_axicon3_013-tableyp001370.000mm-gantryxp000080.000mm-yp000060.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,148,90.1,1.6434,1.0,0,False
138.0,auto_scan-2026-08-06_10-59-06,y0138.00cm,aug6_axicon3_012-tableyp001380.000mm-gantryxp000075.000mm-yp000050.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,255,3481.3,0.0732,1.0,8614,False
138.0,auto_scan-2026-08-06_10-59-06,y0138.00cm,aug6_axicon3_012-tableyp001380.000mm-gantryxp000075.000mm-yp000050.000mm-zm000052.100mm-shot0000.npy,75.0,-52.1,159,3481.3,0.0457,0.624,0,False
138.0,auto_scan-2026-08-06_10-59-06,y0138.00cm,aug6_axicon3_012-tableyp001380.000mm-gantryxp000080.000mm-yp000050.000mm-zm000048.100mm-shot0000.npy,80.0,-48.1,255,3481.3,0.0732,1.0,8087,False
138.0,auto_scan-2026-08-06_10-59-06,y0138.00cm,aug6_axicon3_012-tableyp001380.000mm-gantryxp000080.000mm-yp000050.000mm-zm000052.100mm-shot0000.npy,80.0,-52.1,180,3481.3,0.0517,0.706,0,False
138.0,auto_scan-2026-08-06_11-19-48,y0138.00cm,aug6_axicon3_013-tableyp001380.000mm-gantryxp000080.000mm-yp000050.000mm-zm000043.100mm-shot0000.npy,80.0,-43.1,133,90.1,1.4768,1.0,0,False
138.0,auto_scan-2026-08-06_11-19-48,y0138.00cm,aug6_axicon3_013-tableyp001380.000mm-gantryxp000080.000mm-yp000050.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,133,90.1,1.4768,1.0,0,False
139.0,auto_scan-2026-08-06_10-59-06,y0139.00cm,aug6_axicon3_012-tableyp001390.000mm-gantryxp000075.000mm-yp000040.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,165,108.8,1.5167,1.0,0,False
139.0,auto_scan-2026-08-06_11-19-48,y0139.00cm,aug6_axicon3_013-tableyp001390.000mm-gantryxp000080.000mm-yp000040.000mm-zm000043.100mm-shot0000.npy,80.0,-43.1,122,90.1,1.3547,1.0,0,False
139.0,auto_scan-2026-08-06_11-19-48,y0139.00cm,aug6_axicon3_013-tableyp001390.000mm-gantryxp000080.000mm-yp000040.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,122,90.1,1.3547,1.0,0,False
140.0,auto_scan-2026-08-06_10-59-06,y0140.00cm,aug6_axicon3_012-tableyp001400.000mm-gantryxp000075.000mm-yp000030.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,173,108.8,1.5902,1.0,0,False
140.0,auto_scan-2026-08-06_11-19-48,y0140.00cm,aug6_axicon3_013-tableyp001400.000mm-gantryxp000080.000mm-yp000030.000mm-zm000043.100mm-shot0000.npy,80.0,-43.1,255,1135.5,0.2246,1.0,663,False
140.0,auto_scan-2026-08-06_11-19-48,y0140.00cm,aug6_axicon3_013-tableyp001400.000mm-gantryxp000080.000mm-yp000030.000mm-zm000047.100mm-shot0000.npy,80.0,-47.1,144,1135.5,0.1268,0.565,0,False
141.0,auto_scan-2026-08-06_10-59-06,y0141.00cm,aug6_axicon3_012-tableyp001410.000mm-gantryxp000075.000mm-yp000020.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,146,78.4,1.8627,1.0,0,False
141.0,auto_scan-2026-08-06_10-59-06,y0141.00cm,aug6_axicon3_012-tableyp001410.000mm-gantryxp000080.000mm-yp000020.000mm-zm000048.100mm-shot0000.npy,80.0,-48.1,142,78.4,1.8117,0.973,0,False
141.0,auto_scan-2026-08-06_11-19-48,y0141.00cm,aug6_axicon3_013-tableyp001410.000mm-gantryxp000080.000mm-yp000020.000mm-zm000043.100mm-shot0000.npy,80.0,-43.1,153,141.9,1.0779,1.0,0,False
142.0,auto_scan-2026-08-06_10-59-06,y0142.00cm,aug6_axicon3_012-tableyp001420.000mm-gantryxp000075.000mm-yp000010.000mm-zm000048.100mm-shot0000.npy,75.0,-48.1,150,78.4,1.9137,1.0,0,False
142.0,auto_scan-2026-08-06_10-59-06,y0142.00cm,aug6_axicon3_012-tableyp001420.000mm-gantryxp000080.000mm-yp000010.000mm-zm000048.100mm-shot0000.npy,80.0,-48.1,146,78.4,1.8627,0.973,0,False
142.0,auto_scan-2026-08-06_11-19-48,y0142.00cm,aug6_axicon3_013-tableyp001420.000mm-gantryxp000080.000mm-yp000010.000mm-zm000043.100mm-shot0000.npy,80.0,-43.1,137,141.9,0.9652,1.0,0,False
