y_cm,rate,run,frame,kept_y_cm,kept_run,kept_frame
15.0,0.06403781198828844,auto_scan-2026-08-06_18-38-37,aug6_telescope_001-tableyp000150.000mm-gantryxp000065.000mm-yp000030.000mm-zm000112.100mm-shot0000.npy,15.0,auto_scan-2026-08-06_20-51-45,aug6_telescope_001-tableyp000150.000mm-gantryxp000060.000mm-yp000030.000mm-zm000102.100mm-shot0000.npy
16.0,0.06620521521603115,auto_scan-2026-08-06_18-38-37,aug6_telescope_001-tableyp000160.000mm-gantryxp000065.000mm-yp000020.000mm-zm000112.100mm-shot0000.npy,16.0,auto_scan-2026-08-06_20-51-45,aug6_telescope_001-tableyp000160.000mm-gantryxp000060.000mm-yp000020.000mm-zm000102.100mm-shot0000.npy
17.0,0.06825240893692816,auto_scan-2026-08-06_18-38-37,aug6_telescope_001-tableyp000170.000mm-gantryxp000065.000mm-yp000010.000mm-zm000112.100mm-shot0000.npy,17.0,auto_scan-2026-08-06_20-51-45,aug6_telescope_001-tableyp000170.000mm-gantryxp000060.000mm-yp000010.000mm-zm000102.100mm-shot0000.npy
56.0,0.2623213628130714,auto_scan-2026-08-06_21-55-58,aug6_telescope_006-tableyp000560.000mm-gantryxp000080.000mm-yp000120.000mm-zm000097.100mm-shot0000.npy,56.0,auto_scan-2026-08-06_21-06-22,aug6_telescope_005-tableyp000560.000mm-gantryxp000055.000mm-yp000020.000mm-zm000097.100mm-shot0000.npy
56.0,0.2595260348234063,auto_scan-2026-08-06_21-06-22,aug6_telescope_005-tableyp000560.000mm-gantryxp000050.000mm-yp000020.000mm-zm000097.100mm-shot0000.npy,56.0,auto_scan-2026-08-06_21-06-22,aug6_telescope_005-tableyp000560.000mm-gantryxp000055.000mm-yp000020.000mm-zm000097.100mm-shot0000.npy
65.0,0.29498499742612644,auto_scan-2026-08-06_21-55-58,aug6_telescope_006-tableyp000650.000mm-gantryxp000075.000mm-yp000030.000mm-zm000097.100mm-shot0000.npy,65.0,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000650.000mm-gantryxp000055.000mm-yp000130.000mm-zm000093.100mm-shot0000.npy
65.0,0.2917009045255183,auto_scan-2026-08-06_21-55-58,aug6_telescope_006-tableyp000650.000mm-gantryxp000080.000mm-yp000030.000mm-zm000097.100mm-shot0000.npy,65.0,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000650.000mm-gantryxp000055.000mm-yp000130.000mm-zm000093.100mm-shot0000.npy
66.0,0.30780747744804166,auto_scan-2026-08-06_21-55-58,aug6_telescope_006-tableyp000660.000mm-gantryxp000075.000mm-yp000020.000mm-zm000097.100mm-shot0000.npy,66.0,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000660.000mm-gantryxp000055.000mm-yp000120.000mm-zm000093.100mm-shot0000.npy
72.0,0.22715510356058058,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000720.000mm-gantryxp000055.000mm-yp000060.000mm-zm000093.100mm-shot0000.npy,72.0,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000720.000mm-gantryxp000050.000mm-yp000060.000mm-zm000093.100mm-shot0000.npy
73.0,0.2323056001105497,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000730.000mm-gantryxp000050.000mm-yp000050.000mm-zm000093.100mm-shot0000.npy,73.0,auto_scan-2026-08-06_21-22-50,aug6_telescope_007-tableyp000730.000mm-gantryxp000055.000mm-yp000050.000mm-zm000093.100mm-shot0000.npy
