run,slice,exposure_us,n_dark_total,n_dark_used,dark_mean,dark_median,dark_std,dark_max
auto_scan-2026-07-30_10-28-52,y0080.50cm,7564.999999999999,12,2,0.8233127593994141,0.0,1.5134403705596924,14.0
auto_scan-2026-07-30_10-28-52,y0081.00cm,1891.2499999999998,12,2,0.14096038043498993,0.0,0.35157328844070435,11.0
auto_scan-2026-07-30_10-28-52,y0081.50cm,1891.2499999999998,12,2,0.12502336502075195,0.0,0.3342088758945465,11.0
auto_scan-2026-07-30_10-28-52,y0082.00cm,1891.2499999999998,12,2,0.11072301864624023,0.0,0.31603100895881653,11.0
auto_scan-2026-07-30_10-28-52,y0082.50cm,1891.2499999999998,12,2,0.24210388958454132,0.0,0.448019415140152,10.0
auto_scan-2026-07-30_10-28-52,y0083.00cm,1891.2499999999998,12,2,0.08157094568014145,0.0,0.27525559067726135,11.0
auto_scan-2026-07-30_10-28-52,y0083.50cm,1891.2499999999998,12,2,0.24618594348430634,0.0,0.4576247036457062,9.0
auto_scan-2026-07-30_10-28-52,y0084.00cm,1891.2499999999998,12,2,0.056955814361572266,0.0,0.23354794085025787,10.0
auto_scan-2026-07-30_10-28-52,y0084.50cm,1589.7006944444443,12,2,0.21589691936969757,0.0,0.415108859539032,10.0
auto_scan-2026-07-30_10-57-31,y0070.00cm,4089.189189189189,12,2,0.1966298371553421,0.0,0.5664864182472229,16.0
auto_scan-2026-07-30_10-57-31,y0070.50cm,4089.189189189189,12,2,0.506872832775116,0.0,0.869437575340271,13.0
auto_scan-2026-07-30_10-57-31,y0071.00cm,4089.189189189189,12,2,0.08517249673604965,0.0,0.3886713683605194,13.0
auto_scan-2026-07-30_10-57-31,y0071.50cm,4089.189189189189,12,2,0.5033349990844727,0.0,0.8742428421974182,13.0
auto_scan-2026-07-30_10-57-31,y0072.00cm,4089.189189189189,12,2,0.49671903252601624,0.0,0.8683856725692749,12.0
auto_scan-2026-07-30_10-57-31,y0072.50cm,4089.189189189189,12,2,0.14701811969280243,0.0,0.4998515546321869,13.0
auto_scan-2026-07-30_10-57-31,y0073.00cm,3555.714507611059,12,2,0.41621875762939453,0.0,0.7482324838638306,12.0
auto_scan-2026-07-30_10-57-31,y0073.50cm,3555.714507611059,12,2,0.527065098285675,0.0,0.826009213924408,12.0
auto_scan-2026-07-30_10-57-31,y0074.00cm,3555.714507611059,12,2,0.5303627848625183,0.0,0.8292899131774902,12.0
auto_scan-2026-07-30_10-57-31,y0074.50cm,3555.714507611059,12,2,0.5306913256645203,0.0,0.8313128352165222,12.0
auto_scan-2026-07-30_10-57-31,y0075.00cm,3056.7023011451884,12,2,0.450874000787735,0.0,0.7257248163223267,12.0
auto_scan-2026-07-30_10-57-31,y0075.50cm,3056.7023011451884,12,2,0.339113712310791,0.0,0.6432742476463318,12.0
auto_scan-2026-07-30_10-57-31,y0076.00cm,3056.7023011451884,12,2,0.32999706268310547,0.0,0.6318588256835938,12.0
auto_scan-2026-07-30_10-57-31,y0076.50cm,3056.7023011451884,12,2,0.4610590934753418,0.0,0.735678493976593,11.0
auto_scan-2026-07-30_10-57-31,y0077.00cm,2245.0439716663445,12,2,0.23360411822795868,0.0,0.46329465508461,11.0
auto_scan-2026-07-30_10-57-31,y0077.50cm,2245.0439716663445,12,2,0.3332565724849701,0.0,0.5376439690589905,12.0
auto_scan-2026-07-30_10-57-31,y0078.00cm,2245.0439716663445,12,2,0.33606162667274475,0.0,0.5420718789100647,12.0
auto_scan-2026-07-30_10-57-31,y0078.50cm,2245.0439716663445,12,2,0.33319664001464844,0.0,0.5399155020713806,11.0
auto_scan-2026-07-30_10-57-31,y0079.00cm,2245.0439716663445,12,2,0.33863720297813416,0.0,0.5465787649154663,12.0
auto_scan-2026-07-30_10-57-31,y0079.50cm,2245.0439716663445,12,2,0.33899417519569397,0.0,0.5483931303024292,12.0
auto_scan-2026-07-30_10-57-31,y0080.00cm,2245.0439716663445,12,2,0.33840689063072205,0.0,0.5481454730033875,12.0
auto_scan-2026-07-30_10-57-31,y0080.50cm,2245.0439716663445,12,2,0.3402574956417084,0.0,0.5488600730895996,12.0
auto_scan-2026-07-30_10-57-31,y0081.00cm,2245.0439716663445,12,2,0.23516130447387695,0.0,0.4735744893550873,12.0
auto_scan-2026-07-30_10-57-31,y0081.50cm,1908.2873759163926,12,2,0.2994847297668457,0.0,0.4876457750797272,12.0
auto_scan-2026-07-30_10-57-31,y0082.00cm,1908.2873759163926,12,2,0.20420964062213898,0.0,0.4192107915878296,12.0
auto_scan-2026-07-30_11-19-30,y0060.00cm,5043.333333333333,10,2,1.4788216352462769,2.0,1.235418438911438,15.0
auto_scan-2026-07-30_11-19-30,y0060.50cm,5043.333333333333,10,2,1.4869054555892944,2.0,1.2371129989624023,15.0
auto_scan-2026-07-30_11-19-30,y0061.00cm,5043.333333333333,10,2,1.4809622764587402,2.0,1.2398794889450073,17.0
auto_scan-2026-07-30_11-19-30,y0061.50cm,5043.333333333333,10,2,1.4864163398742676,2.0,1.2475826740264893,14.0
auto_scan-2026-07-30_11-19-30,y0062.00cm,5043.333333333333,10,2,1.401980996131897,2.0,1.2671623229980469,14.0
auto_scan-2026-07-30_11-19-30,y0062.50cm,5043.333333333333,10,2,1.3883081674575806,2.0,1.2667561769485474,14.0
auto_scan-2026-07-30_11-19-30,y0063.00cm,5043.333333333333,10,2,1.4825607538223267,2.0,1.2636891603469849,16.0
auto_scan-2026-07-30_11-19-30,y0063.50cm,5043.333333333333,10,2,1.3852119445800781,2.0,1.2811837196350098,14.0
auto_scan-2026-07-30_11-19-30,y0064.00cm,5043.333333333333,10,2,1.388084053993225,2.0,1.2908499240875244,15.0
auto_scan-2026-07-30_11-19-30,y0064.50cm,5043.333333333333,10,2,1.493468165397644,2.0,1.2935725450515747,15.0
auto_scan-2026-07-30_11-19-30,y0065.00cm,5043.333333333333,10,2,1.4922055006027222,2.0,1.3068071603775024,16.0
auto_scan-2026-07-30_11-19-30,y0065.50cm,5043.333333333333,12,2,0.7545744776725769,0.0,1.1571552753448486,15.0
auto_scan-2026-07-30_11-19-30,y0066.00cm,5043.333333333333,12,2,1.2835556268692017,1.0,1.3277784585952759,16.0
auto_scan-2026-07-30_11-19-30,y0066.50cm,4192.617216117215,12,2,0.5893194079399109,0.0,0.9580218195915222,14.0
auto_scan-2026-07-30_11-19-30,y0067.00cm,4192.617216117215,12,2,1.0094045400619507,1.0,1.1147154569625854,16.0
auto_scan-2026-07-30_11-19-30,y0067.50cm,4192.617216117215,12,2,0.9652361869812012,0.0,1.1081293821334839,15.0
auto_scan-2026-07-30_11-19-30,y0068.00cm,4192.617216117215,12,2,0.5129842758178711,0.0,0.9181188941001892,15.0
auto_scan-2026-07-30_11-19-30,y0068.50cm,4192.617216117215,12,2,0.48255491256713867,0.0,0.892221212387085,14.0
auto_scan-2026-07-30_11-19-30,y0069.00cm,4192.617216117215,12,2,0.8282923698425293,0.0,1.0633381605148315,16.0
auto_scan-2026-07-30_11-33-11,y0069.00cm,4322.857142857142,12,2,0.8275216221809387,0.0,1.0546869039535522,16.0
auto_scan-2026-07-30_11-33-11,y0069.50cm,4322.857142857142,12,2,0.7782034873962402,0.0,1.0335819721221924,16.0
auto_scan-2026-07-30_11-33-11,y0070.00cm,4322.857142857142,12,2,0.3987922668457031,0.0,0.8198281526565552,14.0
auto_scan-2026-07-30_11-33-11,y0070.50cm,4322.857142857142,12,2,0.7016024589538574,0.0,1.009175181388855,15.0
auto_scan-2026-07-30_11-33-11,y0071.00cm,4322.857142857142,12,2,0.13461749255657196,0.0,0.46983909606933594,13.0
auto_scan-2026-07-30_11-33-11,y0071.50cm,4322.857142857142,12,2,0.3549079895019531,0.0,0.7450607419013977,13.0
auto_scan-2026-07-30_11-33-11,y0072.00cm,3593.6718995290416,12,2,0.49358034133911133,0.0,0.7969160079956055,15.0
