run,slice,exposure_us,n_dark_total,n_dark_used,dark_mean,dark_median,dark_std,dark_max
auto_scan-2026-07-29_13-36-52,y0120.00cm,500.0,10,2,0.07331451028585434,0.0,0.284575492143631,13.0
auto_scan-2026-07-29_13-36-52,y0120.50cm,500.0,10,2,0.07115650177001953,0.0,0.2766123414039612,13.0
auto_scan-2026-07-29_14-01-15,y0120.50cm,500.0,10,2,0.06782420724630356,0.0,0.2696886658668518,15.0
auto_scan-2026-07-29_14-01-15,y0121.00cm,500.0,10,2,0.0688772201538086,0.0,0.2715936303138733,15.0
auto_scan-2026-07-29_14-01-15,y0121.50cm,500.0,10,2,0.06738599389791489,0.0,0.26583561301231384,14.0
auto_scan-2026-07-29_14-01-15,y0122.00cm,500.0,10,2,0.06475973129272461,0.0,0.2571934163570404,16.0
auto_scan-2026-07-29_14-07-31,y0120.00cm,500.0,10,2,0.07381995767354965,0.0,0.3030036985874176,16.0
auto_scan-2026-07-29_14-07-31,y0120.50cm,500.0,10,2,0.08775154501199722,0.0,0.3295277953147888,15.0
auto_scan-2026-07-29_14-07-31,y0121.00cm,500.0,10,2,0.08723751455545425,0.0,0.32727116346359253,15.0
auto_scan-2026-07-29_14-07-31,y0121.50cm,500.0,10,2,0.08536100387573242,0.0,0.32150354981422424,14.0
auto_scan-2026-07-29_14-07-31,y0122.00cm,500.0,10,2,0.08438444137573242,0.0,0.31905943155288696,14.0
auto_scan-2026-07-29_14-07-31,y0122.50cm,500.0,10,2,0.08366218954324722,0.0,0.3158169388771057,14.0
auto_scan-2026-07-29_14-07-31,y0123.00cm,500.0,10,2,0.08247152715921402,0.0,0.31270328164100647,14.0
auto_scan-2026-07-29_14-07-31,y0123.50cm,500.0,10,2,0.06910864263772964,0.0,0.28090789914131165,15.0
auto_scan-2026-07-29_14-07-31,y0124.00cm,500.0,10,2,0.06875260919332504,0.0,0.27862033247947693,15.0
auto_scan-2026-07-29_14-07-31,y0124.50cm,500.0,10,2,0.0672764778137207,0.0,0.27357909083366394,15.0
auto_scan-2026-07-29_14-07-31,y0125.00cm,500.0,10,2,0.06694348901510239,0.0,0.27303117513656616,15.0
auto_scan-2026-07-29_14-07-31,y0125.50cm,500.0,10,2,0.06700325012207031,0.0,0.27271148562431335,15.0
auto_scan-2026-07-29_14-07-31,y0126.00cm,500.0,10,2,0.07586908340454102,0.0,0.28996598720550537,14.0
auto_scan-2026-07-29_14-07-31,y0126.50cm,500.0,10,2,0.07503112405538559,0.0,0.28710511326789856,14.0
auto_scan-2026-07-29_14-07-31,y0127.00cm,500.0,10,2,0.07403278350830078,0.0,0.28355979919433594,14.0
auto_scan-2026-07-29_14-07-31,y0127.50cm,500.0,10,2,0.0726938247680664,0.0,0.2796418368816376,14.0
