beam_y_cm,run,slice,frame,gantry_x_mm,gantry_z_mm,max_counts,exposure_us,rate_c_per_us,ratio_to_slice_best,n_sat_px,excluded_run
65.0,auto_scan-2026-08-06_21-22-50,y0065.00cm,aug6_telescope_007-tableyp000650.000mm-gantryxp000055.000mm-yp000130.000mm-zm000097.100mm-shot0000.npy,55.0,-97.1,164,500.0,0.328,0.948,0,False
66.0,auto_scan-2026-08-06_21-22-50,y0066.00cm,aug6_telescope_007-tableyp000660.000mm-gantryxp000050.000mm-yp000120.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,159,500.0,0.318,0.981,0,False
66.0,auto_scan-2026-08-06_21-22-50,y0066.00cm,aug6_telescope_007-tableyp000660.000mm-gantryxp000055.000mm-yp000120.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,162,500.0,0.324,1.0,0,False
67.0,auto_scan-2026-08-06_21-22-50,y0067.00cm,aug6_telescope_007-tableyp000670.000mm-gantryxp000050.000mm-yp000110.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,145,500.0,0.29,0.954,0,False
67.0,auto_scan-2026-08-06_21-22-50,y0067.00cm,aug6_telescope_007-tableyp000670.000mm-gantryxp000055.000mm-yp000110.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,152,500.0,0.304,1.0,0,False
68.0,auto_scan-2026-08-06_21-22-50,y0068.00cm,aug6_telescope_007-tableyp000680.000mm-gantryxp000050.000mm-yp000100.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,156,500.0,0.312,1.0,0,False
68.0,auto_scan-2026-08-06_21-22-50,y0068.00cm,aug6_telescope_007-tableyp000680.000mm-gantryxp000055.000mm-yp000100.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,142,500.0,0.284,0.91,0,False
69.0,auto_scan-2026-08-06_21-22-50,y0069.00cm,aug6_telescope_007-tableyp000690.000mm-gantryxp000050.000mm-yp000090.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,140,500.0,0.28,0.966,0,False
69.0,auto_scan-2026-08-06_21-22-50,y0069.00cm,aug6_telescope_007-tableyp000690.000mm-gantryxp000055.000mm-yp000090.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,145,500.0,0.29,1.0,0,False
70.0,auto_scan-2026-08-06_21-22-50,y0070.00cm,aug6_telescope_007-tableyp000700.000mm-gantryxp000050.000mm-yp000080.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,137,500.0,0.274,0.926,0,False
70.0,auto_scan-2026-08-06_21-22-50,y0070.00cm,aug6_telescope_007-tableyp000700.000mm-gantryxp000055.000mm-yp000080.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,148,500.0,0.296,1.0,0,False
71.0,auto_scan-2026-08-06_21-22-50,y0071.00cm,aug6_telescope_007-tableyp000710.000mm-gantryxp000050.000mm-yp000070.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,143,500.0,0.286,1.0,0,False
71.0,auto_scan-2026-08-06_21-22-50,y0071.00cm,aug6_telescope_007-tableyp000710.000mm-gantryxp000055.000mm-yp000070.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,139,500.0,0.278,0.972,0,False
72.0,auto_scan-2026-08-06_21-22-50,y0072.00cm,aug6_telescope_007-tableyp000720.000mm-gantryxp000050.000mm-yp000060.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,128,500.0,0.256,1.0,0,False
72.0,auto_scan-2026-08-06_21-22-50,y0072.00cm,aug6_telescope_007-tableyp000720.000mm-gantryxp000055.000mm-yp000060.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,117,500.0,0.234,0.914,0,False
73.0,auto_scan-2026-08-06_21-22-50,y0073.00cm,aug6_telescope_007-tableyp000730.000mm-gantryxp000050.000mm-yp000050.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,120,500.0,0.24,0.976,0,False
73.0,auto_scan-2026-08-06_21-22-50,y0073.00cm,aug6_telescope_007-tableyp000730.000mm-gantryxp000055.000mm-yp000050.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,123,500.0,0.246,1.0,0,False
74.0,auto_scan-2026-08-06_21-22-50,y0074.00cm,aug6_telescope_007-tableyp000740.000mm-gantryxp000050.000mm-yp000040.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,122,500.0,0.244,1.0,0,False
74.0,auto_scan-2026-08-06_21-22-50,y0074.00cm,aug6_telescope_007-tableyp000740.000mm-gantryxp000055.000mm-yp000040.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,119,500.0,0.238,0.975,0,False
75.0,auto_scan-2026-08-06_21-22-50,y0075.00cm,aug6_telescope_007-tableyp000750.000mm-gantryxp000050.000mm-yp000030.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,106,500.0,0.212,1.0,0,False
75.0,auto_scan-2026-08-06_21-22-50,y0075.00cm,aug6_telescope_007-tableyp000750.000mm-gantryxp000055.000mm-yp000030.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,104,500.0,0.208,0.981,0,False
76.0,auto_scan-2026-08-06_21-22-50,y0076.00cm,aug6_telescope_007-tableyp000760.000mm-gantryxp000050.000mm-yp000020.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,150,756.5,0.1983,0.98,0,False
76.0,auto_scan-2026-08-06_21-22-50,y0076.00cm,aug6_telescope_007-tableyp000760.000mm-gantryxp000055.000mm-yp000020.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,153,756.5,0.2022,1.0,0,False
77.0,auto_scan-2026-08-06_21-22-50,y0077.00cm,aug6_telescope_007-tableyp000770.000mm-gantryxp000050.000mm-yp000010.000mm-zm000093.100mm-shot0000.npy,50.0,-93.1,132,756.5,0.1745,0.917,0,False
77.0,auto_scan-2026-08-06_21-22-50,y0077.00cm,aug6_telescope_007-tableyp000770.000mm-gantryxp000055.000mm-yp000010.000mm-zm000093.100mm-shot0000.npy,55.0,-93.1,144,756.5,0.1904,1.0,0,False
95.0,auto_scan-2026-08-06_21-38-42,y0095.00cm,aug6_telescope_010-tableyp000950.000mm-gantryxp000075.000mm-yp000130.000mm-zm000092.100mm-shot0000.npy,75.0,-92.1,147,1939.7,0.0758,1.0,0,False
95.0,auto_scan-2026-08-06_21-38-42,y0095.00cm,aug6_telescope_010-tableyp000950.000mm-gantryxp000080.000mm-yp000130.000mm-zm000092.100mm-shot0000.npy,80.0,-92.1,145,1939.7,0.0748,0.986,0,False
96.0,auto_scan-2026-08-06_21-38-42,y0096.00cm,aug6_telescope_010-tableyp000960.000mm-gantryxp000075.000mm-yp000120.000mm-zm000092.100mm-shot0000.npy,75.0,-92.1,135,1939.7,0.0696,1.0,0,False
