8,auto_scan-2026-07-23_15-04-24,y0080.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0080.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0081.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0081.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0082.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0082.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0083.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0083.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0084.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0084.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0085.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0085.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0086.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0086.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0087.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0087.50cm,jul23-005,dark
8,auto_scan-2026-07-23_15-04-24,y0088.50cm,jul23-005,beam
17,auto_scan-2026-07-23_15-04-24,y0088.50cm,jul23-005,dark
3,auto_scan-2026-07-23_15-04-24,y0088.50cm,jul23-005-background,background
9,auto_scan-2026-07-23_15-04-24,y0089.50cm,jul23-005,beam
16,auto_scan-2026-07-23_15-04-24,y0089.50cm,jul23-005,dark
3,auto_scan-2026-07-23_15-04-24,y0089.50cm,jul23-005-background,background
6,auto_scan-2026-07-23_17-11-46,y0095.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0095.50cm,ejul23-006,dark
6,auto_scan-2026-07-23_17-11-46,y0096.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0096.50cm,ejul23-006,dark
6,auto_scan-2026-07-23_17-11-46,y0097.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0097.50cm,ejul23-006,dark
3,auto_scan-2026-07-23_17-11-46,y0097.50cm,ejul23-006-background,background
6,auto_scan-2026-07-23_17-11-46,y0098.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0098.50cm,ejul23-006,dark
6,auto_scan-2026-07-23_17-11-46,y0099.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0099.50cm,ejul23-006,dark
3,auto_scan-2026-07-23_17-11-46,y0099.50cm,ejul23-006-background,background
6,auto_scan-2026-07-23_17-11-46,y0100.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0100.50cm,ejul23-006,dark
5,auto_scan-2026-07-23_17-11-46,y0101.50cm,ejul23-006,beam
15,auto_scan-2026-07-23_17-11-46,y0101.50cm,ejul23-006,dark
5,auto_scan-2026-07-23_17-11-46,y0102.50cm,ejul23-006,beam
15,auto_scan-2026-07-23_17-11-46,y0102.50cm,ejul23-006,dark
6,auto_scan-2026-07-23_17-11-46,y0103.50cm,ejul23-006,beam
14,auto_scan-2026-07-23_17-11-46,y0103.50cm,ejul23-006,dark
3,auto_scan-2026-07-23_17-11-46,y0103.50cm,ejul23-006-background,background
1,auto_scan-2026-07-23_17-11-46,y0104.50cm,ejul23-006,beam
1,auto_scan-2026-07-23_17-11-46,y0105.50cm,ejul23-006,beam
1,auto_scan-2026-07-23_17-11-46,y0106.50cm,ejul23-006,beam
3,auto_scan-2026-07-23_17-11-46,y0106.50cm,ejul23-006-background,background
8,auto_scan-2026-07-23_17-11-46,y0107.50cm,ejul23-006,beam
17,auto_scan-2026-07-23_17-11-46,y0107.50cm,ejul23-006,dark
3,auto_scan-2026-07-23_17-11-46,y0107.50cm,ejul23-006-background,background
1,auto_scan-2026-07-23_17-33-34,y0112.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0113.50cm,jul23-007,beam
3,auto_scan-2026-07-23_17-33-34,y0113.50cm,jul23-007-background,background
1,auto_scan-2026-07-23_17-33-34,y0114.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0115.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0116.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0117.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0118.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0119.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0120.50cm,jul23-007,beam
3,auto_scan-2026-07-23_17-33-34,y0120.50cm,jul23-007-background,background
1,auto_scan-2026-07-23_17-33-34,y0121.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0122.50cm,jul23-007,beam
1,auto_scan-2026-07-23_17-33-34,y0123.50cm,jul23-007,beam
3,auto_scan-2026-07-23_17-33-34,y0123.50cm,jul23-007-background,background
4,auto_scan-2026-07-23_17-33-34,y0124.50cm,jul23-007,beam
12,auto_scan-2026-07-23_17-33-34,y0124.50cm,jul23-007,dark
3,auto_scan-2026-07-23_17-33-34,y0124.50cm,jul23-007-background,background
1,auto_scan-2026-07-23_17-42-56,y0138.50cm,jul23-008,beam
1,auto_scan-2026-07-23_17-42-56,y0139.50cm,jul23-008,beam
2,auto_scan-2026-07-23_17-42-56,y0140.50cm,jul23-008,beam
7,auto_scan-2026-07-23_17-42-56,y0140.50cm,jul23-008,dark
3,auto_scan-2026-07-23_17-42-56,y0140.50cm,jul23-008-background,background
10,auto_scan-2026-07-23_17-42-56,y0141.50cm,jul23-008,beam
39,auto_scan-2026-07-23_17-42-56,y0141.50cm,jul23-008,dark
25,auto_scan-2026-07-23_17-42-56,y0142.50cm,jul23-008,dark
3,auto_scan-2026-07-23_17-42-56,y0142.50cm,jul23-008-background,background
2,auto_scan-2026-07-23_18-36-22,y0130.50cm,jul23-008,beam
10,auto_scan-2026-07-23_18-36-22,y0130.50cm,jul23-008,dark
2,auto_scan-2026-07-23_18-36-22,y0131.50cm,jul23-008,beam
10,auto_scan-2026-07-23_18-36-22,y0131.50cm,jul23-008,dark
2,auto_scan-2026-07-23_18-36-22,y0132.50cm,jul23-008,beam
10,auto_scan-2026-07-23_18-36-22,y0132.50cm,jul23-008,dark
2,auto_scan-2026-07-23_18-36-22,y0133.50cm,jul23-008,beam
10,auto_scan-2026-07-23_18-36-22,y0133.50cm,jul23-008,dark
1,auto_scan-2026-07-23_18-36-22,y0134.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0135.50cm,jul23-008,beam
3,auto_scan-2026-07-23_18-36-22,y0135.50cm,jul23-008-background,background
1,auto_scan-2026-07-23_18-36-22,y0136.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0137.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0138.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0139.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0140.50cm,jul23-008,beam
1,auto_scan-2026-07-23_18-36-22,y0141.50cm,jul23-008,beam
3,auto_scan-2026-07-23_18-36-22,y0141.50cm,jul23-008-background,background
4,auto_scan-2026-07-23_18-36-22,y0142.50cm,jul23-008,beam
12,auto_scan-2026-07-23_18-36-22,y0142.50cm,jul23-008,dark
3,auto_scan-2026-07-23_18-36-22,y0142.50cm,jul23-008-background,background
1,auto_scan-2026-07-23_18-47-16,y0144.00cm,jul23-009,beam
1,auto_scan-2026-07-23_18-47-16,y0145.00cm,jul23-009,beam
1,auto_scan-2026-07-23_18-47-16,y0146.00cm,jul23-009,beam
1,auto_scan-2026-07-23_18-47-16,y0147.00cm,jul23-009,beam
1,auto_scan-2026-07-23_18-47-16,y0148.00cm,jul23-009,beam
3,auto_scan-2026-07-23_18-47-16,y0148.00cm,jul23-009-background,background
1,auto_scan-2026-07-23_18-47-16,y0149.00cm,jul23-009,beam
4,auto_scan-2026-07-23_18-47-16,y0150.00cm,jul23-009,beam
12,auto_scan-2026-07-23_18-47-16,y0150.00cm,jul23-009,dark
3,auto_scan-2026-07-23_18-47-16,y0150.00cm,jul23-009-background,background
2,auto_scan-2026-07-23_18-52-11,y0138.00cm,jul23-009,beam
10,auto_scan-2026-07-23_18-52-11,y0138.00cm,jul23-009,dark
2,auto_scan-2026-07-23_18-52-11,y0139.00cm,jul23-009,beam
10,auto_scan-2026-07-23_18-52-11,y0139.00cm,jul23-009,dark
2,auto_scan-2026-07-23_18-52-11,y0140.00cm,jul23-009,beam
10,auto_scan-2026-07-23_18-52-11,y0140.00cm,jul23-009,dark
1,auto_scan-2026-07-23_18-52-11,y0141.00cm,jul23-009,beam
1,auto_scan-2026-07-23_18-52-11,y0142.00cm,jul23-009,beam
2,auto_scan-2026-07-23_18-52-11,y0143.00cm,jul23-009,beam
10,auto_scan-2026-07-23_18-52-11,y0143.00cm,jul23-009,dark
3,auto_scan-2026-07-23_18-52-11,y0144.00cm,jul23-009,beam
13,auto_scan-2026-07-23_18-52-11,y0144.00cm,jul23-009,dark
3,auto_scan-2026-07-23_18-52-11,y0145.00cm,jul23-009,beam
13,auto_scan-2026-07-23_18-52-11,y0145.00cm,jul23-009,dark
4,auto_scan-2026-07-23_18-52-11,y0146.00cm,jul23-009,beam
12,auto_scan-2026-07-23_18-52-11,y0146.00cm,jul23-009,dark
1,auto_scan-2026-07-23_18-52-11,y0147.00cm,jul23-009,beam
4,auto_scan-2026-07-23_18-52-11,y0148.00cm,jul23-009,beam
12,auto_scan-2026-07-23_18-52-11,y0148.00cm,jul23-009,dark
4,auto_scan-2026-07-23_18-52-11,y0149.00cm,jul23-009,beam
12,auto_scan-2026-07-23_18-52-11,y0149.00cm,jul23-009,dark
3,auto_scan-2026-07-23_18-52-11,y0149.00cm,jul23-009-background,background
4,auto_scan-2026-07-23_18-52-11,y0150.00cm,jul23-009,beam
12,auto_scan-2026-07-23_18-52-11,y0150.00cm,jul23-009,dark
3,auto_scan-2026-07-23_18-52-11,y0150.00cm,jul23-009-background,background
1,auto_scan-2026-07-23_19-07-33,y0147.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0148.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0148.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0148.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0148.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0148.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0149.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0149.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0149.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0149.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0149.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0150.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0150.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0150.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0150.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0150.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0151.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0151.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0151.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0151.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0151.80cm,jul23-010,beam
3,auto_scan-2026-07-23_19-07-33,y0151.80cm,jul23-010-background,background
1,auto_scan-2026-07-23_19-07-33,y0152.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0152.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0152.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0152.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0152.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0153.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0153.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0153.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0153.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0153.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0154.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0154.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0154.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0154.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0154.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0155.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0155.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0155.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0155.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0155.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0156.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0156.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0156.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0156.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0156.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0157.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0157.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0157.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0157.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0157.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0158.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0158.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0158.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0158.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0158.80cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0159.00cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0159.20cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0159.40cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0159.60cm,jul23-010,beam
1,auto_scan-2026-07-23_19-07-33,y0159.80cm,jul23-010,beam
3,auto_scan-2026-07-23_19-07-33,y0159.80cm,jul23-010-background,background
4,auto_scan-2026-07-23_19-07-33,y0160.00cm,jul23-010,beam
12,auto_scan-2026-07-23_19-07-33,y0160.00cm,jul23-010,dark
3,auto_scan-2026-07-23_19-07-33,y0160.00cm,jul23-010-background,background
4,auto_scan-2026-07-23_19-17-02,y0155.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0155.50cm,jul23-011,dark
4,auto_scan-2026-07-23_19-17-02,y0157.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0157.50cm,jul23-011,dark
4,auto_scan-2026-07-23_19-17-02,y0159.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0159.50cm,jul23-011,dark
4,auto_scan-2026-07-23_19-17-02,y0161.50cm,jul23-011,beam
12,auto_scan-2026-07-23_19-17-02,y0161.50cm,jul23-011,dark
3,auto_scan-2026-07-23_19-17-02,y0161.50cm,jul23-011-background,background
