beam_y_cm,run,slice,frame,gantry_x_mm,gantry_z_mm,max_counts,exposure_us,rate_c_per_us,ratio_to_slice_best,n_sat_px,excluded_run
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000060.500mm-yp000110.000mm-zm000083.000mm-shot0000.npy,60.5,-83.0,147,82940.9,0.0018,1.0,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000045.500mm-yp000110.000mm-zm000091.000mm-shot0000.npy,45.5,-91.0,124,82940.9,0.0015,0.844,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000045.500mm-yp000110.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,126,82940.9,0.0015,0.857,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000045.500mm-yp000110.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,128,82940.9,0.0015,0.871,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000045.500mm-yp000110.000mm-zm000079.000mm-shot0000.npy,45.5,-79.0,116,82940.9,0.0014,0.789,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000050.500mm-yp000110.000mm-zm000079.000mm-shot0000.npy,50.5,-79.0,123,82940.9,0.0015,0.837,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000055.500mm-yp000110.000mm-zm000079.000mm-shot0000.npy,55.5,-79.0,132,82940.9,0.0016,0.898,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000060.500mm-yp000110.000mm-zm000079.000mm-shot0000.npy,60.5,-79.0,132,82940.9,0.0016,0.898,0,False
8.0,auto_scan-2026-07-22_19-52-49,y0008.00cm,jul22-001-tableyp000080.000mm-gantryxp000050.500mm-yp000110.000mm-zm000075.000mm-shot0000.npy,50.5,-75.0,107,82940.9,0.0013,0.728,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000055.500mm-yp000100.000mm-zm000087.000mm-shot0000.npy,55.5,-87.0,145,82940.9,0.0017,0.973,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000060.500mm-yp000100.000mm-zm000087.000mm-shot0000.npy,60.5,-87.0,140,82940.9,0.0017,0.94,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000050.500mm-yp000100.000mm-zm000087.000mm-shot0000.npy,50.5,-87.0,128,82940.9,0.0015,0.859,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000050.500mm-yp000100.000mm-zm000083.000mm-shot0000.npy,50.5,-83.0,136,82940.9,0.0016,0.913,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000055.500mm-yp000100.000mm-zm000083.000mm-shot0000.npy,55.5,-83.0,144,82940.9,0.0017,0.966,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000060.500mm-yp000100.000mm-zm000083.000mm-shot0000.npy,60.5,-83.0,141,82940.9,0.0017,0.946,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000050.500mm-yp000100.000mm-zm000091.000mm-shot0000.npy,50.5,-91.0,136,82940.9,0.0016,0.913,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000055.500mm-yp000100.000mm-zm000091.000mm-shot0000.npy,55.5,-91.0,136,82940.9,0.0016,0.913,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000060.500mm-yp000100.000mm-zm000091.000mm-shot0000.npy,60.5,-91.0,149,82940.9,0.0018,1.0,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000045.500mm-yp000100.000mm-zm000091.000mm-shot0000.npy,45.5,-91.0,120,82940.9,0.0014,0.805,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000045.500mm-yp000100.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,120,82940.9,0.0014,0.805,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000045.500mm-yp000100.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,125,82940.9,0.0015,0.839,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000045.500mm-yp000100.000mm-zm000079.000mm-shot0000.npy,45.5,-79.0,141,82940.9,0.0017,0.946,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000050.500mm-yp000100.000mm-zm000079.000mm-shot0000.npy,50.5,-79.0,128,82940.9,0.0015,0.859,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000055.500mm-yp000100.000mm-zm000079.000mm-shot0000.npy,55.5,-79.0,143,82940.9,0.0017,0.96,0,False
9.0,auto_scan-2026-07-22_19-52-49,y0009.00cm,jul22-001-tableyp000090.000mm-gantryxp000060.500mm-yp000100.000mm-zm000079.000mm-shot0000.npy,60.5,-79.0,129,82940.9,0.0016,0.866,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000060.500mm-yp000090.000mm-zm000087.000mm-shot0000.npy,60.5,-87.0,139,82940.9,0.0017,0.952,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000055.500mm-yp000090.000mm-zm000087.000mm-shot0000.npy,55.5,-87.0,146,82940.9,0.0018,1.0,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000055.500mm-yp000090.000mm-zm000083.000mm-shot0000.npy,55.5,-83.0,136,82940.9,0.0016,0.932,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000060.500mm-yp000090.000mm-zm000083.000mm-shot0000.npy,60.5,-83.0,140,82940.9,0.0017,0.959,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000055.500mm-yp000090.000mm-zm000091.000mm-shot0000.npy,55.5,-91.0,138,82940.9,0.0017,0.945,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000060.500mm-yp000090.000mm-zm000091.000mm-shot0000.npy,60.5,-91.0,138,82940.9,0.0017,0.945,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000050.500mm-yp000090.000mm-zm000091.000mm-shot0000.npy,50.5,-91.0,144,82940.9,0.0017,0.986,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000050.500mm-yp000090.000mm-zm000087.000mm-shot0000.npy,50.5,-87.0,135,82940.9,0.0016,0.925,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000050.500mm-yp000090.000mm-zm000083.000mm-shot0000.npy,50.5,-83.0,140,82940.9,0.0017,0.959,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000050.500mm-yp000090.000mm-zm000079.000mm-shot0000.npy,50.5,-79.0,144,82940.9,0.0017,0.986,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000055.500mm-yp000090.000mm-zm000079.000mm-shot0000.npy,55.5,-79.0,141,82940.9,0.0017,0.966,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000060.500mm-yp000090.000mm-zm000079.000mm-shot0000.npy,60.5,-79.0,139,82940.9,0.0017,0.952,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000045.500mm-yp000090.000mm-zm000091.000mm-shot0000.npy,45.5,-91.0,123,82940.9,0.0015,0.842,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000045.500mm-yp000090.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,127,82940.9,0.0015,0.87,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000045.500mm-yp000090.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,143,82940.9,0.0017,0.979,0,False
10.0,auto_scan-2026-07-22_19-52-49,y0010.00cm,jul22-001-tableyp000100.000mm-gantryxp000045.500mm-yp000090.000mm-zm000079.000mm-shot0000.npy,45.5,-79.0,127,82940.9,0.0015,0.87,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000055.500mm-yp000080.000mm-zm000087.000mm-shot0000.npy,55.5,-87.0,149,82940.9,0.0018,0.98,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000060.500mm-yp000080.000mm-zm000087.000mm-shot0000.npy,60.5,-87.0,152,82940.9,0.0018,1.0,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000050.500mm-yp000080.000mm-zm000087.000mm-shot0000.npy,50.5,-87.0,137,82940.9,0.0017,0.901,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000050.500mm-yp000080.000mm-zm000083.000mm-shot0000.npy,50.5,-83.0,137,82940.9,0.0017,0.901,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000055.500mm-yp000080.000mm-zm000083.000mm-shot0000.npy,55.5,-83.0,144,82940.9,0.0017,0.947,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000060.500mm-yp000080.000mm-zm000083.000mm-shot0000.npy,60.5,-83.0,140,82940.9,0.0017,0.921,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000050.500mm-yp000080.000mm-zm000091.000mm-shot0000.npy,50.5,-91.0,141,82940.9,0.0017,0.928,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000055.500mm-yp000080.000mm-zm000091.000mm-shot0000.npy,55.5,-91.0,143,82940.9,0.0017,0.941,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000060.500mm-yp000080.000mm-zm000091.000mm-shot0000.npy,60.5,-91.0,140,82940.9,0.0017,0.921,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000045.500mm-yp000080.000mm-zm000091.000mm-shot0000.npy,45.5,-91.0,135,82940.9,0.0016,0.888,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000045.500mm-yp000080.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,138,82940.9,0.0017,0.908,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000045.500mm-yp000080.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,132,82940.9,0.0016,0.868,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000045.500mm-yp000080.000mm-zm000079.000mm-shot0000.npy,45.5,-79.0,139,82940.9,0.0017,0.914,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000050.500mm-yp000080.000mm-zm000079.000mm-shot0000.npy,50.5,-79.0,133,82940.9,0.0016,0.875,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000055.500mm-yp000080.000mm-zm000079.000mm-shot0000.npy,55.5,-79.0,140,82940.9,0.0017,0.921,0,False
11.0,auto_scan-2026-07-22_19-52-49,y0011.00cm,jul22-001-tableyp000110.000mm-gantryxp000060.500mm-yp000080.000mm-zm000079.000mm-shot0000.npy,60.5,-79.0,138,82940.9,0.0017,0.908,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000060.500mm-yp000070.000mm-zm000079.000mm-shot0000.npy,60.5,-79.0,137,82940.9,0.0017,0.792,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000055.500mm-yp000070.000mm-zm000079.000mm-shot0000.npy,55.5,-79.0,144,82940.9,0.0017,0.832,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000055.500mm-yp000070.000mm-zm000083.000mm-shot0000.npy,55.5,-83.0,132,82940.9,0.0016,0.763,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000060.500mm-yp000070.000mm-zm000083.000mm-shot0000.npy,60.5,-83.0,142,82940.9,0.0017,0.821,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000050.500mm-yp000070.000mm-zm000083.000mm-shot0000.npy,50.5,-83.0,137,82940.9,0.0017,0.792,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000050.500mm-yp000070.000mm-zm000079.000mm-shot0000.npy,50.5,-79.0,145,82940.9,0.0017,0.838,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000050.500mm-yp000070.000mm-zm000087.000mm-shot0000.npy,50.5,-87.0,155,82940.9,0.0019,0.896,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000055.500mm-yp000070.000mm-zm000087.000mm-shot0000.npy,55.5,-87.0,173,82940.9,0.0021,1.0,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000060.500mm-yp000070.000mm-zm000087.000mm-shot0000.npy,60.5,-87.0,153,82940.9,0.0018,0.884,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000045.500mm-yp000070.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,145,82940.9,0.0017,0.838,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000045.500mm-yp000070.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,141,82940.9,0.0017,0.815,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000045.500mm-yp000070.000mm-zm000079.000mm-shot0000.npy,45.5,-79.0,134,82940.9,0.0016,0.775,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000045.500mm-yp000070.000mm-zm000091.000mm-shot0000.npy,45.5,-91.0,99,82940.9,0.0012,0.572,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000050.500mm-yp000070.000mm-zm000091.000mm-shot0000.npy,50.5,-91.0,147,82940.9,0.0018,0.85,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000055.500mm-yp000070.000mm-zm000091.000mm-shot0000.npy,55.5,-91.0,144,82940.9,0.0017,0.832,0,False
12.0,auto_scan-2026-07-22_19-52-49,y0012.00cm,jul22-001-tableyp000120.000mm-gantryxp000060.500mm-yp000070.000mm-zm000091.000mm-shot0000.npy,60.5,-91.0,143,82940.9,0.0017,0.827,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000050.500mm-yp000060.000mm-zm000091.000mm-shot0000.npy,50.5,-91.0,146,82940.9,0.0018,0.88,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000055.500mm-yp000060.000mm-zm000091.000mm-shot0000.npy,55.5,-91.0,155,82940.9,0.0019,0.934,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000045.500mm-yp000060.000mm-zm000087.000mm-shot0000.npy,45.5,-87.0,132,82940.9,0.0016,0.795,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000050.500mm-yp000060.000mm-zm000087.000mm-shot0000.npy,50.5,-87.0,135,82940.9,0.0016,0.813,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000055.500mm-yp000060.000mm-zm000087.000mm-shot0000.npy,55.5,-87.0,152,82940.9,0.0018,0.916,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000060.500mm-yp000060.000mm-zm000091.000mm-shot0000.npy,60.5,-91.0,144,82940.9,0.0017,0.867,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000060.500mm-yp000060.000mm-zm000087.000mm-shot0000.npy,60.5,-87.0,147,82940.9,0.0018,0.886,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000045.500mm-yp000060.000mm-zm000083.000mm-shot0000.npy,45.5,-83.0,159,82940.9,0.0019,0.958,0,False
13.0,auto_scan-2026-07-22_19-52-49,y0013.00cm,jul22-001-tableyp000130.000mm-gantryxp000050.500mm-yp000060.000mm-zm000083.000mm-shot0000.npy,50.5,-83.0,137,82940.9,0.0017,0.825,0,False
