y_cm,rate,run,frame,kept_y_cm,kept_run,kept_frame
51.0,0.003979079399814228,auto_scan-2026-07-23_10-42-35,jul23-003-tableyp000510.000mm-gantryxp000060.500mm-yp000040.000mm-zm000083.000mm-shot0000.npy,51.0,auto_scan-2026-07-23_10-16-43,jul23-003-tableyp000510.000mm-gantryxp000060.500mm-yp000040.000mm-zm000082.000mm-shot0000.npy
52.0,0.004522920940307233,auto_scan-2026-07-23_10-42-35,jul23-003-tableyp000520.000mm-gantryxp000060.500mm-yp000030.000mm-zm000083.000mm-shot0000.npy,52.0,auto_scan-2026-07-23_10-16-43,jul23-003-tableyp000520.000mm-gantryxp000060.500mm-yp000030.000mm-zm000082.000mm-shot0000.npy
53.0,0.0039043300236236587,auto_scan-2026-07-23_10-42-35,jul23-003-tableyp000530.000mm-gantryxp000060.500mm-yp000020.000mm-zm000083.000mm-shot0000.npy,53.0,auto_scan-2026-07-23_10-16-43,jul23-003-tableyp000530.000mm-gantryxp000060.500mm-yp000020.000mm-zm000082.000mm-shot0000.npy
69.5,0.005543099554769385,auto_scan-2026-07-23_13-32-02,jul23-004-tableyp000695.000mm-gantryxp000060.500mm-yp000030.000mm-zm000081.000mm-shot0000.npy,69.5,auto_scan-2026-07-23_13-32-02,jul23-004-tableyp000695.000mm-gantryxp000060.500mm-yp000030.000mm-zm000085.000mm-shot0000.npy
70.5,0.0062244172225287865,auto_scan-2026-07-23_13-32-02,jul23-004-tableyp000705.000mm-gantryxp000060.500mm-yp000020.000mm-zm000085.000mm-shot0000.npy,70.5,auto_scan-2026-07-23_13-32-02,jul23-004-tableyp000705.000mm-gantryxp000060.500mm-yp000020.000mm-zm000081.000mm-shot0000.npy
138.0,0.6047656555049115,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001380.000mm-gantryxp000060.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy,138.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001380.000mm-gantryxp000055.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy
138.5,0.5908060320619384,auto_scan-2026-07-23_17-42-56,jul23-008-tableyp001385.000mm-gantryxp000060.500mm-yp000050.000mm-zm000093.100mm-shot0000.npy,138.5,auto_scan-2026-07-23_18-36-22,jul23-008-tableyp001385.000mm-gantryxp000060.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy
139.0,0.5963086504792959,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001390.000mm-gantryxp000055.500mm-yp000120.000mm-zm000095.100mm-shot0000.npy,139.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001390.000mm-gantryxp000060.500mm-yp000120.000mm-zm000095.100mm-shot0000.npy
139.5,0.5794097201675263,auto_scan-2026-07-23_18-36-22,jul23-008-tableyp001395.000mm-gantryxp000060.500mm-yp000040.000mm-zm000095.100mm-shot0000.npy,139.5,auto_scan-2026-07-23_17-42-56,jul23-008-tableyp001395.000mm-gantryxp000060.500mm-yp000040.000mm-zm000093.100mm-shot0000.npy
140.0,0.5821284942562364,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001400.000mm-gantryxp000055.500mm-yp000110.000mm-zm000095.100mm-shot0000.npy,140.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001400.000mm-gantryxp000060.500mm-yp000110.000mm-zm000095.100mm-shot0000.npy
140.5,0.5684126258450856,auto_scan-2026-07-23_17-42-56,jul23-008-tableyp001405.000mm-gantryxp000060.500mm-yp000030.000mm-zm000093.100mm-shot0000.npy,140.5,auto_scan-2026-07-23_18-36-22,jul23-008-tableyp001405.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
143.0,0.5686650717658751,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001430.000mm-gantryxp000055.500mm-yp000080.000mm-zm000095.100mm-shot0000.npy,143.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001430.000mm-gantryxp000060.500mm-yp000080.000mm-zm000095.100mm-shot0000.npy
144.0,0.6166629210750569,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001440.000mm-gantryxp000060.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy,144.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001440.000mm-gantryxp000055.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy
144.0,0.6132763012901529,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001440.000mm-gantryxp000055.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy,144.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001440.000mm-gantryxp000055.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy
145.0,0.6723735995987662,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001450.000mm-gantryxp000055.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy,145.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001450.000mm-gantryxp000055.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy
145.0,0.6330924440813496,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001450.000mm-gantryxp000060.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy,145.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001450.000mm-gantryxp000055.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy
146.0,0.6865697053909556,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001460.000mm-gantryxp000060.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy,146.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001460.000mm-gantryxp000055.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy
146.0,0.6776372953363193,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001460.000mm-gantryxp000055.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy,146.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001460.000mm-gantryxp000055.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy
147.0,0.6840153379527009,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001470.000mm-gantryxp000055.500mm-yp000040.000mm-zm000095.100mm-shot0000.npy,147.0,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001470.000mm-gantryxp000060.500mm-yp000040.000mm-zm000095.100mm-shot0000.npy
147.8,0.6996524000327466,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001478.000mm-gantryxp000060.500mm-yp000132.000mm-zm000095.100mm-shot0000.npy,148.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
148.0,0.6853969524499417,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001480.000mm-gantryxp000060.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy,148.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
148.0,0.684353639206146,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001480.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy,148.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
148.0,0.6546050132036062,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy,148.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
148.2,0.7003002696067141,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001482.000mm-gantryxp000060.500mm-yp000128.000mm-zm000095.100mm-shot0000.npy,148.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001480.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
148.6,0.674652462359055,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001486.000mm-gantryxp000060.500mm-yp000124.000mm-zm000095.100mm-shot0000.npy,148.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001484.000mm-gantryxp000060.500mm-yp000126.000mm-zm000095.100mm-shot0000.npy
148.8,0.6757017698783403,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001488.000mm-gantryxp000060.500mm-yp000122.000mm-zm000095.100mm-shot0000.npy,149.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001492.000mm-gantryxp000060.500mm-yp000118.000mm-zm000095.100mm-shot0000.npy
149.0,0.678228907511479,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001490.000mm-gantryxp000060.500mm-yp000120.000mm-zm000095.100mm-shot0000.npy,149.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001492.000mm-gantryxp000060.500mm-yp000118.000mm-zm000095.100mm-shot0000.npy
149.0,0.6714782908186253,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001490.000mm-gantryxp000055.500mm-yp000020.000mm-zm000095.100mm-shot0000.npy,149.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001492.000mm-gantryxp000060.500mm-yp000118.000mm-zm000095.100mm-shot0000.npy
149.0,0.6311359832340677,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001490.000mm-gantryxp000060.500mm-yp000020.000mm-zm000095.100mm-shot0000.npy,149.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001492.000mm-gantryxp000060.500mm-yp000118.000mm-zm000095.100mm-shot0000.npy
149.6,0.6561346673736215,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001496.000mm-gantryxp000060.500mm-yp000114.000mm-zm000095.100mm-shot0000.npy,149.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001494.000mm-gantryxp000060.500mm-yp000116.000mm-zm000095.100mm-shot0000.npy
149.8,0.6488814269425806,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001498.000mm-gantryxp000060.500mm-yp000112.000mm-zm000095.100mm-shot0000.npy,150.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001500.000mm-gantryxp000055.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy
150.0,0.6678534112450377,auto_scan-2026-07-23_18-52-11,jul23-009-tableyp001500.000mm-gantryxp000060.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy,150.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001500.000mm-gantryxp000055.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy
150.0,0.6050535428359853,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001500.000mm-gantryxp000060.500mm-yp000110.000mm-zm000095.100mm-shot0000.npy,150.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001500.000mm-gantryxp000055.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy
150.2,0.6337868402667612,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001502.000mm-gantryxp000060.500mm-yp000108.000mm-zm000095.100mm-shot0000.npy,150.0,auto_scan-2026-07-23_18-47-16,jul23-009-tableyp001500.000mm-gantryxp000055.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy
150.6,0.6100253946863075,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001506.000mm-gantryxp000060.500mm-yp000104.000mm-zm000095.100mm-shot0000.npy,150.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001504.000mm-gantryxp000060.500mm-yp000106.000mm-zm000095.100mm-shot0000.npy
151.0,0.603281118243234,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001510.000mm-gantryxp000060.500mm-yp000100.000mm-zm000095.100mm-shot0000.npy,150.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001508.000mm-gantryxp000060.500mm-yp000102.000mm-zm000095.100mm-shot0000.npy
151.2,0.6115597979934079,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001512.000mm-gantryxp000060.500mm-yp000098.000mm-zm000095.100mm-shot0000.npy,150.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001508.000mm-gantryxp000060.500mm-yp000102.000mm-zm000095.100mm-shot0000.npy
151.6,0.6122946334019836,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001516.000mm-gantryxp000060.500mm-yp000094.000mm-zm000095.100mm-shot0000.npy,151.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001514.000mm-gantryxp000060.500mm-yp000096.000mm-zm000095.100mm-shot0000.npy
152.0,0.5512396387730553,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001520.000mm-gantryxp000060.500mm-yp000090.000mm-zm000095.100mm-shot0000.npy,151.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001518.000mm-gantryxp000060.500mm-yp000092.000mm-zm000095.100mm-shot0000.npy
152.2,0.5695152803906228,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001522.000mm-gantryxp000060.500mm-yp000088.000mm-zm000095.100mm-shot0000.npy,151.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001518.000mm-gantryxp000060.500mm-yp000092.000mm-zm000095.100mm-shot0000.npy
152.6,0.5574004502975924,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001526.000mm-gantryxp000060.500mm-yp000084.000mm-zm000095.100mm-shot0000.npy,152.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001524.000mm-gantryxp000060.500mm-yp000086.000mm-zm000095.100mm-shot0000.npy
152.8,0.5563703051338762,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001528.000mm-gantryxp000060.500mm-yp000082.000mm-zm000095.100mm-shot0000.npy,153.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001530.000mm-gantryxp000060.500mm-yp000080.000mm-zm000095.100mm-shot0000.npy
153.2,0.5527710378502332,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001532.000mm-gantryxp000060.500mm-yp000078.000mm-zm000095.100mm-shot0000.npy,153.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001530.000mm-gantryxp000060.500mm-yp000080.000mm-zm000095.100mm-shot0000.npy
153.6,0.5423294710675692,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001536.000mm-gantryxp000060.500mm-yp000074.000mm-zm000095.100mm-shot0000.npy,153.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001534.000mm-gantryxp000060.500mm-yp000076.000mm-zm000095.100mm-shot0000.npy
154.0,0.5560726889564588,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001540.000mm-gantryxp000060.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy,153.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001538.000mm-gantryxp000060.500mm-yp000072.000mm-zm000095.100mm-shot0000.npy
154.2,0.5352331181436034,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001542.000mm-gantryxp000060.500mm-yp000068.000mm-zm000095.100mm-shot0000.npy,153.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001538.000mm-gantryxp000060.500mm-yp000072.000mm-zm000095.100mm-shot0000.npy
154.4,0.5373134271142964,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001544.000mm-gantryxp000060.500mm-yp000066.000mm-zm000095.100mm-shot0000.npy,154.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001546.000mm-gantryxp000060.500mm-yp000064.000mm-zm000095.100mm-shot0000.npy
154.8,0.5381318484399926,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001548.000mm-gantryxp000060.500mm-yp000062.000mm-zm000095.100mm-shot0000.npy,155.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001550.000mm-gantryxp000060.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy
155.2,0.5433624137824044,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001552.000mm-gantryxp000060.500mm-yp000058.000mm-zm000095.100mm-shot0000.npy,155.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001550.000mm-gantryxp000060.500mm-yp000060.000mm-zm000095.100mm-shot0000.npy
155.4,0.5228309970025186,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001554.000mm-gantryxp000060.500mm-yp000056.000mm-zm000095.100mm-shot0000.npy,155.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001555.000mm-gantryxp000055.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy
155.5,0.5416186856693775,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001555.000mm-gantryxp000060.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy,155.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001555.000mm-gantryxp000055.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy
155.6,0.5351416934582655,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001556.000mm-gantryxp000060.500mm-yp000054.000mm-zm000095.100mm-shot0000.npy,155.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001555.000mm-gantryxp000055.500mm-yp000130.000mm-zm000095.100mm-shot0000.npy
155.8,0.5606570686855117,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001558.000mm-gantryxp000060.500mm-yp000052.000mm-zm000095.100mm-shot0000.npy,156.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001562.000mm-gantryxp000060.500mm-yp000048.000mm-zm000095.100mm-shot0000.npy
156.0,0.5620674139703371,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001560.000mm-gantryxp000060.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy,156.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001562.000mm-gantryxp000060.500mm-yp000048.000mm-zm000095.100mm-shot0000.npy
156.6,0.5561241492554434,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001566.000mm-gantryxp000060.500mm-yp000044.000mm-zm000095.100mm-shot0000.npy,156.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001564.000mm-gantryxp000060.500mm-yp000046.000mm-zm000095.100mm-shot0000.npy
157.0,0.5352590407185294,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001570.000mm-gantryxp000060.500mm-yp000040.000mm-zm000095.100mm-shot0000.npy,156.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001568.000mm-gantryxp000060.500mm-yp000042.000mm-zm000095.100mm-shot0000.npy
157.2,0.5486981754024446,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001572.000mm-gantryxp000060.500mm-yp000038.000mm-zm000095.100mm-shot0000.npy,156.8,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001568.000mm-gantryxp000060.500mm-yp000042.000mm-zm000095.100mm-shot0000.npy
157.4,0.546472959521101,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001574.000mm-gantryxp000060.500mm-yp000036.000mm-zm000095.100mm-shot0000.npy,157.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001576.000mm-gantryxp000060.500mm-yp000034.000mm-zm000095.100mm-shot0000.npy
157.5,0.5203645429335504,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001575.000mm-gantryxp000060.500mm-yp000110.000mm-zm000095.100mm-shot0000.npy,157.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001576.000mm-gantryxp000060.500mm-yp000034.000mm-zm000095.100mm-shot0000.npy
157.5,0.35538577008946964,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001575.000mm-gantryxp000055.500mm-yp000110.000mm-zm000095.100mm-shot0000.npy,157.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001576.000mm-gantryxp000060.500mm-yp000034.000mm-zm000095.100mm-shot0000.npy
157.8,0.5447830371223412,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001578.000mm-gantryxp000060.500mm-yp000032.000mm-zm000095.100mm-shot0000.npy,158.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001580.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
158.2,0.5708115819693034,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001582.000mm-gantryxp000060.500mm-yp000028.000mm-zm000095.100mm-shot0000.npy,158.0,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001580.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
158.6,0.5850284683174375,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001586.000mm-gantryxp000060.500mm-yp000024.000mm-zm000095.100mm-shot0000.npy,158.4,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001584.000mm-gantryxp000060.500mm-yp000026.000mm-zm000095.100mm-shot0000.npy
158.8,0.575713675724067,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001588.000mm-gantryxp000060.500mm-yp000022.000mm-zm000095.100mm-shot0000.npy,159.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001592.000mm-gantryxp000060.500mm-yp000018.000mm-zm000095.100mm-shot0000.npy
159.0,0.5658199315197356,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001590.000mm-gantryxp000060.500mm-yp000020.000mm-zm000095.100mm-shot0000.npy,159.2,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001592.000mm-gantryxp000060.500mm-yp000018.000mm-zm000095.100mm-shot0000.npy
159.4,0.5622132817022235,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001594.000mm-gantryxp000060.500mm-yp000016.000mm-zm000095.100mm-shot0000.npy,159.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001596.000mm-gantryxp000060.500mm-yp000014.000mm-zm000095.100mm-shot0000.npy
159.5,0.5374607370172505,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001595.000mm-gantryxp000060.500mm-yp000090.000mm-zm000095.100mm-shot0000.npy,159.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001596.000mm-gantryxp000060.500mm-yp000014.000mm-zm000095.100mm-shot0000.npy
159.5,0.5293455635876136,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001595.000mm-gantryxp000055.500mm-yp000090.000mm-zm000095.100mm-shot0000.npy,159.6,auto_scan-2026-07-23_19-07-33,jul23-010-tableyp001596.000mm-gantryxp000060.500mm-yp000014.000mm-zm000095.100mm-shot0000.npy
161.5,0.45759720356632133,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001615.000mm-gantryxp000060.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy,161.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001615.000mm-gantryxp000055.500mm-yp000070.000mm-zm000095.100mm-shot0000.npy
163.5,0.4441779289782958,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001635.000mm-gantryxp000055.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy,163.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001635.000mm-gantryxp000060.500mm-yp000050.000mm-zm000095.100mm-shot0000.npy
165.5,0.39011083854638956,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001655.000mm-gantryxp000055.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy,165.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001655.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy
167.5,0.3589621432271263,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001675.000mm-gantryxp000055.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy,167.5,auto_scan-2026-07-23_19-17-02,jul23-011-tableyp001675.000mm-gantryxp000060.500mm-yp000010.000mm-zm000095.100mm-shot0000.npy
175.0,0.11553816026599874,auto_scan-2026-07-23_19-26-13,jul23-012-tableyp001750.000mm-gantryxp000060.500mm-yp000030.000mm-zm000095.100mm-shot0000.npy,175.0,auto_scan-2026-07-23_19-26-13,jul23-012-tableyp001750.000mm-gantryxp000060.500mm-yp000030.000mm-zm000091.100mm-shot0000.npy
